作者,詩名,內容
李白,玉壺吟,烈士擊玉壺，壯心惜暮年。三杯拂劍舞秋月，忽然高詠涕泗漣。鳳凰初下紫泥詔，謁帝稱觴登禦筵。揄揚九重萬乘主，謔浪赤墀青瑣賢。朝天數換飛龍馬，敕賜珊瑚白玉鞭。世人不識東方朔，大隱金門是謫仙。西施宜笑複宜顰，醜女效之徒累身。君王雖愛蛾眉好，無奈宮中妒殺人。
李白,金陵城西樓月下吟,金陵夜寂涼風發，獨上高樓望吳越。白雲映水搖空城，白露垂珠滴秋月。月下沉吟久不歸，古來相接眼中稀。解道澄江淨如練，令人長憶謝玄暉。
李白,白雲歌送劉十六歸山,楚山秦山皆白雲，白雲處處長隨君。長隨君，君入楚山裡，雲亦隨君渡湘水。湘水上，女蘿衣，白雲堪臥君早歸。
李白,悲歌行,悲來乎，悲來乎。主人有酒且莫斟，聽我一曲悲來吟。悲來不吟還不笑，天下無人知我心。君有數鬥酒，我有三尺琴。琴鳴酒樂兩相得，一杯不啻千鈞金。悲來乎，悲來乎。天雖長，地雖久，金玉滿堂應不守。富貴百年能幾何，死生一度人皆有。孤猿坐啼墳上月，且須一儘杯中酒。悲來乎，悲來乎。鳳凰不至河無圖，微子去之箕子奴。漢帝不憶李將軍，楚王放卻屈大夫。悲來乎，悲來乎。秦家李斯早追悔，虛名撥向身之外。範子何曾愛五湖，功成名遂身自退。劍是一夫用，書能知姓名。惠施不肯乾萬乘，卜式未必窮一經。還須黑頭取方伯，莫謾白首為儒生。·77·
李白,當塗趙炎少府粉圖山水歌,峨眉高出西極天，羅浮直與南溟連。名公繹思揮彩筆，驅山走海置眼前。滿堂空翠如可掃，赤城霞氣蒼梧煙。洞庭瀟湘意渺綿，三江七澤情洄沿。驚濤洶湧向何處，孤舟一去迷歸年。征帆不動亦不旋，飄如隨風落天邊。心搖目斷興難儘，幾時可到三山巔。西峰崢嶸噴流泉，橫石蹙水波潺湲。東崖合遝蔽輕霧，深林雜樹空芊綿。此中冥昧失晝夜，隱幾寂聽無鳴蟬。長鬆之下列羽客，對坐不語南昌仙。南昌仙人趙夫子，妙年曆落青雲士。訟庭無事羅眾賓，杳然如在丹青裡。五色粉圖安足珍，真仙可以全吾身。若待功成拂衣去，武陵桃花笑殺人。
李白,永王東巡歌十一首,永王正月東出師，天子遙分龍虎旗。樓船一舉風波靜，江漢翻為雁鶩池。三川北虜亂如麻，四海南奔似永嘉。但用東山謝安石，為君談笑靜胡沙。雷鼓嘈嘈喧武昌，雲旗獵獵過尋陽。秋毫不犯三吳悅，春日遙看五色光。龍蟠虎踞帝王州，帝子金陵訪古丘。春風試暖昭陽殿，明月還過鳷鵲樓。二帝巡遊俱未回，五陵鬆柏使人哀。諸侯不救河南地，更喜賢王遠道來。丹陽北固是吳關，畫出樓台雲水間。千岩烽火連滄海，兩岸旌旗繞碧山。王出三山按五湖，樓船跨海次陪都。戰艦森森羅虎士，征帆一一引龍駒。長風掛席勢難回，海動山傾古月摧。君看帝子浮江日，何似龍驤出峽來。祖龍浮海不成橋，漢武尋陽空射蛟。我王樓艦輕秦漢，卻似文皇欲渡遼。帝寵賢王入楚關，掃清江漢始應還。初從雲夢開朱邸，更取金陵作小山。試借君王玉馬鞭，指揮戎虜坐瓊筵。南風一掃胡塵靜，西入長安到日邊。
李白,上皇西巡南京歌十首,胡塵輕拂建章台，聖主西巡蜀道來。劍壁門高五千尺，石為樓閣九天開。九天開出一成都，萬戶千門入畫圖。草樹雲山如錦繡，秦川得及此間無。華陽春樹號新豐，行入新都若舊宮。柳色未饒秦地綠，花光不減上陽紅。誰道君王行路難，六龍西幸萬人歡。地轉錦江成渭水，天回玉壘作長安。萬國同風共一時，錦江何謝曲江池。石鏡更明天上月，後宮親得照蛾眉。濯錦清江萬裡流，雲帆龍舸下揚州。北地雖誇上林苑，南京還有散花樓。錦水東流繞錦城，星橋北掛象天星。四海此中朝聖主，峨眉山下列仙庭。秦開蜀道置金牛，漢水元通星漢流。天子一行遺聖跡，錦城長作帝王州。水綠天青不起塵，風光和暖勝三秦。萬國煙花隨玉輦，西來添作錦江春。劍閣重關蜀北門，上皇歸馬若雲屯。少帝長安開紫極，雙懸日月照乾坤。
李白,臨路歌,大鵬飛兮振八裔，中天摧兮力不濟。餘風激兮萬世，遊扶桑兮掛石袂。後人得之傳此，仲尼亡兮誰為出涕。
李白,雪讒詩贈友人,"嗟予沉迷，猖獗已久。五十知非，古人嘗有。立言補過，

庶存不朽。包荒匿瑕，蓄此頑醜。月出致譏，貽愧皓首。

感悟遂晚，事往日遷。白璧何辜，青蠅屢前。群輕折軸，

下沉黃泉。眾毛飛骨，上淩青天。萋斐暗成，貝錦粲然。

泥沙聚埃，珠玉不鮮。洪焰爍山，發自纖煙。蒼波蕩日，

起於微涓。交亂四國，播於八埏。拾塵掇蜂，疑聖猜賢。

哀哉悲夫，誰察予之貞堅。彼婦人之猖狂，

不如鵲之強強。彼婦人之淫昏，不如鶉之奔奔。

坦蕩君子，無悅簧言。擢發續罪，罪乃孔多。傾海流惡，

惡無以過。人生實難，逢此織羅。積毀銷金，沉憂作歌。

天未喪文，其如餘何。妲己滅紂，褒女惑周。天維蕩覆，

職此之由。漢祖呂氏，食其在傍。秦皇太後，毐亦淫荒。

螮蝀作昏，遂掩太陽。萬乘尚爾，匹夫何傷。辭殫意窮，

心切理直。如或妄談，昊天是殛。子野善聽，離婁至明。

神靡遁響，鬼無逃形。不我遐棄，庶昭忠誠。


        "
李白,江夏贈韋南陵冰,胡驕馬驚沙塵起，胡雛飲馬天津水。君為張掖近酒泉，我竄三色九千裡。天地再新法令寬，夜郎遷客帶霜寒。西憶故人不可見，東風吹夢到長安。寧期此地忽相遇，驚喜茫如墮煙霧。玉簫金管喧四筵，苦心不得申長句。昨日繡衣傾綠尊，病如桃李竟何言。昔騎天子大宛馬，今乘款段諸侯門。賴遇南平豁方寸，複兼夫子持清論。有似山開萬裡雲，四望青天解人悶。人悶還心悶，苦辛長苦辛。愁來飲酒二千石，寒灰重暖生陽春。山公醉後能騎馬，彆是風流賢主人。頭陀雲月多僧氣，山水何曾稱人意。不然鳴笳按鼓戲滄流，呼取江南女兒歌棹謳。我且為君槌碎黃鶴樓，君亦為吾倒卻鸚鵡洲。赤壁爭雄如夢裡，且須歌舞寬離憂。
李白,贈宣城宇文太守兼呈崔侍禦,白若白鷺鮮，清如清唳蟬。受氣有本性，不為外物遷。飲水箕山上，食雪首陽顛。回車避朝歌，掩口去盜泉。岧嶢廣成子，倜儻魯仲連。卓絕二公外，丹心無間然。昔攀六龍飛，今作百煉鉛。懷恩欲報主，投佩向北燕。彎弓綠弦開，滿月不憚堅。閒騎駿馬獵，一射兩虎穿。回旋若流光，轉背落雙鳶。胡虜三歎息，兼知五兵權。槍槍突雲將，卻掩我之妍。多逢剿絕兒，先著祖生鞭。據鞍空矍鑠，壯誌竟誰宣。蹉跎複來歸，憂恨坐相煎。無風難破浪，失計長江邊。危苦惜頹光，金波忽三圓。時遊敬亭上，閒聽鬆風眠。或弄宛溪月，虛舟信洄沿。顏公二十萬，儘付酒家錢。興發每取之，聊向醉中仙。過此無一事，靜談秋水篇。君從九卿來，水國有豐年。魚鹽滿市井，布帛如雲煙。下馬不作威，冰壺照清川。霜眉邑中叟，皆美太守賢。時時慰風俗，往往出東田。竹馬數小兒，拜迎白鹿前。含笑問使君，日晚可回旋。遂歸池上酌，掩抑清風弦。曾標橫浮雲，下撫謝脁肩。樓高碧海出，樹古青蘿懸。光祿紫霞杯，伊昔忝相傳。良圖掃沙漠，彆夢繞旌旃。富貴日成疏，願言杳無緣。登龍有直道，倚玉阻芳筵。敢獻繞朝策，思同郭泰船。何言一水淺，似隔九重天。崔生何傲岸，縱酒複談玄。身為名公子，英才苦迍邅。鳴鳳托高梧，淩風何翩翩。安知慕群客，彈劍拂秋蓮。
李白,沙丘城下寄杜甫,我來竟何事，高臥沙丘城。城邊有古樹，日夕連秋聲。魯酒不可醉，齊歌空複情。思君若汶水，浩蕩寄南征。
李白,寄東魯二稚子  在金陵作,吳地桑葉綠，吳蠶已三眠。我家寄東魯，誰種龜陰田。春事已不及，江行複茫然。南風吹歸心，飛墮酒樓前。樓東一株桃，枝葉拂青煙。此樹我所種，彆來向三年。桃今與樓齊，我行尚未旋。嬌女字平陽，折花倚桃邊。折花不見我，淚下如流泉。小兒名伯禽，與姊亦齊肩。雙行桃樹下，撫背複誰憐。念此失次第，肝腸日憂煎。裂素寫遠意，因之汶陽川。
李白,魯郡東石門送杜二甫,醉彆複幾日，登臨遍池台。何時石門路，重有金樽開。秋波落泗水，海色明徂徠。飛蓬各自遠，且儘手中杯。
李白,灞陵行送彆,送君灞陵亭，灞水流浩浩。上有無花之古樹，下有傷心之春草。我向秦人問路歧，雲是王粲南登之古道。古道連綿走西京，紫闕落日浮雲生。正當今夕斷腸處，黃鸝愁絕不忍聽.
李白,登太白峰,"西上太白峰，夕陽窮登攀。太白與我語，為我開天關。願乘泠風去，直出浮雲間。舉手可近月，前行若無山。一彆武功去，何時複更還？ 
        "
李白,秋下荊門,霜落荊門江樹空，布帆無恙掛秋風。此行不為鱸魚鱠，自愛名山入剡中。
李白,宿五鬆山下荀媼家,我宿五鬆下，寂寥無所歡。田家秋作苦，鄰女夜舂寒。跪進雕胡飯，月光明素盤。令人慚漂母，三謝不能餐。
李白,蘇台覽古,舊苑荒台楊柳新，菱歌清唱不勝春。隻今惟有西江月，曾照吳王宮裡人。
李白,經下邳圯橋懷張子房,子房未虎嘯，破產不為家。滄海得壯士，椎秦博浪沙。報韓雖不成，天地皆振動。潛匿遊下邳，豈曰非智勇。我來圯橋上，懷古欽英風。惟見碧流水，曾無黃石公。歎息此人去，蕭條徐泗空。
李白,山中與幽人對酌,兩人對酌山花開，一杯一杯複一杯。我醉欲眠卿且去，明朝有意抱琴來。
李白,對酒,勸君莫拒杯，春風笑人來。桃李如舊識，傾花向我開。流鶯啼碧樹，明月窺金罍。昨日朱顏子，今日白發催。棘生石虎殿，鹿走姑蘇台。自古帝王宅，城闕閉黃埃。君若不飲酒，昔人安在哉。
李白,宣城見杜鵑花,蜀國曾聞子規鳥，宣城還見杜鵑花。一叫一回腸一斷，三春三月憶三巴。
李白,對酒,蒲萄酒，金叵羅，吳姬十五細馬馱。青黛畫眉紅錦靴，道字不正嬌唱歌。玳瑁筵中懷裡醉，芙蓉帳底奈君何。
李白,哭晁卿衡,日本晁卿辭帝都，征帆一片繞蓬壺。明月不歸沉碧海，白雲愁色滿蒼梧。
李白,哭宣城善釀紀叟,紀叟黃泉裡，還應釀老春。夜台無曉日，沽酒與何人。
李白,長門怨二首,天回北鬥掛西樓，金屋無人螢火流。月光欲到長門殿，彆作深宮一段愁。桂殿長愁不記春，黃金四屋起秋塵。夜懸明鏡青天上，獨照長門宮裡人。
李白,清平調詞三首,雲想衣裳花相容，春風拂檻露華濃。若非群玉山頭見，會向瑤台月下逢。一枝穠豔露凝香，雲雨巫山枉斷腸。借問漢宮誰得似，可憐飛燕倚新妝。名花傾國兩相歡，長得君王帶笑看。解釋春風無限恨，沉香亭北倚闌乾。
李白,翰林讀書言懷，呈集賢諸學士,晨趨紫禁中，夕待金門詔。觀書散遺帙，探古窮至妙。片言苟會心，掩卷忽而笑。青蠅易相點，白雪難同調。本是疏散人，屢貽褊促誚。雲天屬清朗，林壑憶遊眺。或時清風來，閒倚欄下嘯。嚴光桐廬溪，謝客臨海嶠。功成謝人間，從此一投釣。
李白,塞下曲六首,五月天山雪，無花隻有寒。笛中聞折柳，春色未曾看。曉戰隨金鼓，宵眠抱玉鞍。願將腰下劍，直為斬樓蘭。天兵下北荒，胡馬欲南飲。橫戈從百戰，直為銜恩甚。握雪海上餐，拂沙隴頭寢。何當破月氏，然後方高枕。駿馬似風飆，鳴鞭出渭橋。彎弓辭漢月，插羽破天驕。陣解星芒儘，營空海霧消。功成畫麟閣，獨有霍嫖姚。白馬黃金塞，雲砂繞夢思。那堪愁苦節，遠憶邊城兒。螢飛秋窗滿，月度霜閨遲。摧殘梧桐葉，蕭颯沙棠枝。無時獨不見，流淚空自知。塞虜乘秋下，天兵出漢家。將軍分虎竹，戰士臥龍沙。邊月隨弓影，胡霜拂劍花。玉關殊未入，少婦莫長嗟。烽火動沙漠，連照甘泉雲。漢皇按劍起，還召李將軍。兵氣天上合，鼓聲隴底聞。橫行負勇氣，一戰淨妖氛。
李白,獨漉篇,"獨漉水中泥，水濁不見月。不見月尚可，水深行人冇。

越鳥從南來，胡鷹亦北度。我欲彎弓向天射，

惜其中道失歸路。落葉彆樹，飄零隨風。客無所托，

悲與此同。羅帷舒卷，似有人開。明月直入，無心可猜。

雄劍掛壁，時時龍鳴。不斷犀象，繡澀苔生。國恥未雪，

何由成名。神鷹夢澤，不顧鴟鳶。為君一擊，摶鵬九天。


        "
李白,胡無人,嚴風吹霜海草凋，筋乾精堅胡馬驕。漢家戰士三十萬，將軍兼領霍嫖姚。流星白羽腰間插，劍花秋蓮光出匣。天兵照雪下玉關，虜箭如沙射金甲。雲龍風虎儘交回，太白入月敵可摧。敵可摧，旄頭滅，履胡之腸涉胡血。懸胡青天上，埋胡紫塞傍。胡無人，漢道昌。
李白,相逢行,相逢紅塵內，高揖黃金鞭。萬戶垂楊裡，君家阿那邊。
李白,有所思,我思仙人，乃在碧海之東隅。海寒多天風，白波連山倒蓬壺。長鯨噴湧不可涉，撫心茫茫淚如珠。西來青鳥東飛去，願寄一書謝麻姑。
李白,公無渡河·黃河西來決昆侖,黃河西來決昆侖，咆哮萬裡觸龍門。波滔天，堯谘嗟。大禹理百川，兒啼不窺家。殺湍湮洪水，九州始蠶麻。其害乃去，茫然風沙。被發之叟狂而癡，清晨臨流欲奚為。旁人不惜妻止之，公無渡河苦渡之。虎可搏，河難憑，公果溺死流海湄。有長鯨白齒若雪山，公乎公乎掛罥於其間，箜篌所悲竟不還。
李白,上留田行,行至上留田，孤墳何崢嶸。積此萬古恨，春草不複生。悲風四邊來，腸斷白楊聲。借問誰家地，埋冇蒿裡塋。古老向餘言，言是上留田，蓬科馬鬣今已平。昔之弟死兄不葬，他人於此舉銘旌。一鳥死，百鳥鳴。一獸走，百獸驚。桓山之禽彆離苦，欲去回翔不能征。田氏倉卒骨肉分，青天白日摧紫荊。交柯之木本同形，東枝憔悴西枝榮。無心之物尚如此，參商胡乃尋天兵。孤竹延陵，讓國揚名。高風緬邈，頹波激清。尺布之謠，塞耳不能聽。
李白,鞠歌行,玉不自言如桃李，魚目笑之卞和恥。楚國青蠅何太多，連城白璧遭讒毀。荊山長號泣血人，忠臣死為刖足鬼。聽曲知甯戚，夷吾因小妻。秦穆五羊皮，買死百裡奚。洗拂青雲上，當時賤如泥。朝歌鼓刀叟，虎變磻溪中。一舉釣六合，遂荒營丘東。平生渭水曲，誰識此老翁。奈何今之人，雙目送飛鴻。
李白,獨不見,白馬誰家子，黃龍邊塞兒。天山三丈雪，豈是遠行時。春蕙忽秋草，莎雞鳴西池。風摧寒棕響，月入霜閨悲。憶與君彆年，種桃齊蛾眉。桃今百餘尺，花落成枯枝。終然獨不見，流淚空自知。
李白,君子有所思行,紫閣連終南，青冥天倪色。憑崖望鹹陽，宮闕羅北極。萬井驚畫出，九衢如弦直。渭水銀河清，橫天流不息。朝野盛文物，衣冠何翕赩。廄馬散連山，軍容威絕域。伊皋運元化，衛霍輸筋力。歌鐘樂未休，榮去老還逼。圓光過滿缺，太陽移中昃。不散東海金，何爭西飛匿。無作牛山悲，惻愴淚沾臆。
